200 18000
177 19 6
74 143 7
7 32 8
82 87 9
116 180 10
30 165 1
73 148 2
8 114 3
79 170 4
22 93 5
140 18 6
15 189 7
43 81 8
63 17 9
52 46 10
57 65 1
51 87 2
103 46 3
144 178 4
79 58 5
108 113 6
52 114 7
50 66 8
113 38 9
55 2 10
133 183 1
68 62 2
156 169 3
97 157 4
24 100 5
45 164 6
160 30 7
114 92 8
168 173 9
82 131 10
147 181 1
105 29 2
162 157 3
96 86 4
74 129 5
69 90 6
41 89 7
87 16 8
83 13 9
62 86 10
155 56 1
26 119 2
113 118 3
105 40 4
85 92 5
32 75 6
74 152 7
19 120 8
155 19 9
87 158 10
5 167 1
97 129 2
117 122 3
126 7 4
67 73 5
78 138 6
50 47 7
104 19 8
179 101 9
71 143 10
158 195 1
116 168 2
135 186 3
109 30 4
80 4 5
146 191 6
56 199 7
116 103 8
71 127 9
200 181 10
85 108 1
176 147 2
139 198 3
77 52 4
41 173 5
61 182 6
46 29 7
105 98 8
59 137 9
25 127 10
50 117 1
160 128 2
125 112 3
116 139 4
109 172 5
99 199 6
141 127 7
59 40 8
73 159 9
8 162 10
104 4 1
73 138 2
21 181 3
146 183 4
103 38 5
51 98 6
99 107 7
18 127 8
118 129 9
113 4 10
79 73 1
126 63 2
137 130 3
140 27 4
10 4 5
189 156 6
85 200 7
19 111 8
143 81 9
109 25 10
37 181 1
115 192 2
32 193 3
37 69 4
70 166 5
168 120 6
192 130 7
6 68 8
41 19 9
38 175 10
80 106 1
24 2 2
196 129 3
90 174 4
21 163 5
112 42 6
152 199 7
49 1 8
161 38 9
22 183 10
44 139 1
110 163 2
141 135 3
175 95 4
1 153 5
78 9 6
28 20 7
35 161 8
184 160 9
9 198 10
37 120 1
123 188 2
38 147 3
92 91 4
6 170 5
158 58 6
184 32 7
105 76 8
82 169 9
88 130 10
15 7 1
184 166 2
92 30 3
55 156 4
6 115 5
13 54 6
47 51 7
18 111 8
72 60 9
197 80 10
24 137 1
86 151 2
159 193 3
13 120 4
3 149 5
155 84 6
15 122 7
80 154 8
97 4 9
55 176 10
77 136 1
50 159 2
36 90 3
155 140 4
197 55 5
182 64 6
197 143 7
103 164 8
142 154 9
16 131 10
115 90 1
125 124 2
179 60 3
3 167 4
145 184 5
182 139 6
15 69 7
82 1 8
67 190 9
146 161 10
119 118 15
46 153 2
21 95 3
80 169 4
162 147 5
144 9 6
74 103 7
39 162 8
94 31 9
53 16 10
57 190 1
178 156 2
123 89 3
57 169 4
146 172 5
61 200 6
134 93 7
72 108 8
87 174 9
84 101 10
166 162 1
96 147 2
125 97 3
60 154 4
60 136 5
187 183 6
170 183 7
193 127 8
36 190 9
133 147 10
23 48 1
134 157 2
160 156 3
116 172 4
177 160 5
125 176 6
99 91 7
162 130 8
194 28 9
106 107 10
74 147 1
37 109 2
200 131 3
119 111 4
50 26 5
7 100 6
112 145 7
69 152 8
63 119 9
164 111 10
93 26 1
10 95 2
47 171 3
141 29 4
38 11 5
102 169 6
57 28 7
40 100 8
188 171 9
46 31 10
104 79 1
175 118 2
21 180 3
197 76 4
80 101 5
152 81 6
77 162 7
131 128 8
87 78 9
197 67 10
7 166 1
146 87 2
22 25 3
15 192 4
185 58 5
9 54 6
131 168 7
156 198 8
33 38 9
126 22 10
176 165 1
134 137 2
39 16 3
3 99 4
97 181 5
194 103 6
56 30 7
146 92 8
15 1 9
64 27 10
58 60 1
18 16 2
166 65 3
16 69 4
144 101 5
49 190 6
15 38 7
55 186 8
64 139 9
172 110 10
74 68 1
123 32 2
146 193 3
12 84 4
8 112 5
68 153 6
200 28 7
71 41 8
44 160 9
24 12 10
194 132 1
97 27 2
146 145 3
96 90 4
134 1 5
23 10 6
56 27 7
195 29 8
172 38 9
86 162 10
2 180 1
192 165 2
170 111 3
141 150 4
80 95 5
58 149 6
174 154 7
74 166 8
66 101 9
126 84 10
39 129 1
17 38 2
125 91 3
169 107 4
47 12 5
5 199 6
126 5 7
12 103 8
34 140 9
66 147 10
143 137 1
78 80 2
70 9 3
8 169 4
17 129 5
179 195 6
2 200 7
155 18 8
23 129 9
170 142 10
68 90 1
143 154 2
112 183 3
123 172 4
167 192 5
32 42 6
140 138 7
5 194 8
174 42 9
5 57 10
167 91 1
14 2 2
14 95 3
61 99 4
79 91 5
82 137 6
116 58 7
110 180 8
98 40 9
49 183 10
53 147 1
6 141 2
131 7 3
23 105 4
188 166 5
83 128 6
194 139 7
104 61 8
74 104 9
197 9 10
89 151 1
132 91 2
169 120 3
98 128 4
140 102 5
79 176 6
194 150 7
12 25 8
134 185 9
24 106 10
19 184 1
81 186 2
62 30 3
87 68 4
146 62 5
31 199 6
86 192 7
85 190 8
103 118 9
24 128 10
69 165 1
141 123 2
37 66 3
144 98 4
94 123 5
8 61 6
126 164 7
110 149 8
123 53 9
69 154 10
141 106 1
177 32 2
146 89 3
79 175 4
23 2 5
125 107 6
35 49 7
131 154 8
15 66 9
6 132 10
182 169 1
37 115 2
64 190 3
134 29 4
3 34 5
102 157 6
35 55 7
170 122 8
182 198 9
151 199 10
79 193 1
14 36 2
79 174 3
1 78 4
97 196 5
146 55 6
21 91 7
119 192 8
26 100 9
75 181 10
161 176 1
122 167 2
147 137 3
146 66 4
41 180 5
51 157 6
145 200 7
46 118 8
117 118 9
33 99 10
33 30 1
197 32 2
43 75 3
191 11 4
71 145 5
187 193 6
163 192 7
19 106 8
162 151 9
86 190 10
144 36 1
134 168 2
144 95 3
93 62 4
11 176 5
12 11 6
55 168 7
125 34 8
86 200 9
152 137 10
1 161 1
154 124 2
72 38 3
79 110 4
117 54 5
14 63 6
22 132 7
18 80 8
25 65 9
155 64 10
45 127 1
171 166 2
82 103 3
172 193 4
9 182 5
105 183 6
174 9 7
12 31 8
36 188 9
70 66 10
140 29 1
37 188 2
33 65 3
24 159 4
23 17 5
52 7 6
194 178 7
6 42 8
74 1 9
195 149 10
4 27 1
94 51 2
70 170 3
36 148 4
116 111 5
22 18 6
70 117 7
185 44 8
24 91 9
105 190 10
145 173 1
191 106 2
22 83 3
80 25 4
68 149 5
15 40 6
39 107 7
115 184 8
37 90 9
138 198 10
146 169 1
108 100 2
96 104 3
30 100 4
115 89 5
150 27 6
115 183 7
149 27 8
82 101 9
45 112 10
124 91 1
88 160 2
176 186 3
68 80 4
59 88 5
112 181 6
71 168 7
61 76 8
115 76 9
171 196 10
98 31 1
155 186 2
103 199 3
154 169 4
87 128 5
41 162 6
32 154 7
6 29 8
53 164 9
172 156 10
67 118 1
142 183 2
133 97 3
82 185 4
172 194 5
23 83 6
16 122 7
6 156 8
83 162 9
160 181 10
141 58 1
51 196 2
23 116 3
87 110 4
79 128 5
45 190 6
191 101 7
186 20 8
43 38 9
96 51 10
113 95 1
98 7 2
191 89 3
41 185 4
89 38 5
133 78 6
179 17 7
171 156 8
82 25 9
5 129 10
18 118 1
8 79 2
174 142 3
24 84 4
197 118 5
115 107 6
66 129 7
57 120 8
80 107 9
103 187 10
126 28 1
185 193 2
38 64 3
37 86 4
35 44 5
126 158 6
6 39 7
187 142 8
29 137 9
199 20 10
33 88 1
79 139 2
83 67 3
94 124 4
142 13 5
109 76 6
72 65 7
184 117 8
19 33 9
123 194 10
84 27 1
145 154 2
28 65 3
73 111 4
26 190 5
62 188 6
70 149 7
24 131 8
23 11 9
44 138 10
102 183 1
69 189 2
185 38 3
47 1 4
23 184 5
135 16 6
45 1 7
123 138 8
108 48 9
56 54 10
51 7 1
110 122 2
105 172 3
32 166 4
57 100 5
144 87 6
28 60 7
101 199 8
50 7 9
134 21 10
70 101 1
49 17 2
148 196 3
87 21 4
126 82 5
126 88 6
187 119 7
112 64 8
146 15 9
163 30 10
126 1 1
67 30 2
62 154 3
45 50 4
40 27 5
2 101 6
111 107 7
71 108 8
145 92 9
116 117 10
23 50 1
6 91 2
22 7 3
10 98 4
155 137 5
68 200 6
10 55 7
176 111 8
77 47 9
178 199 10
47 152 1
41 31 2
191 187 3
17 182 4
31 180 5
23 106 6
77 46 7
15 58 8
39 48 9
112 29 10
35 88 1
115 99 2
74 192 3
81 200 4
121 189 5
189 184 6
81 64 7
189 160 8
82 154 9
122 13 10
7 66 1
49 19 2
23 167 3
55 73 4
171 183 5
144 149 6
115 131 7
131 119 8
18 44 9
170 139 10
109 111 1
2 130 2
151 137 3
40 28 4
141 99 5
41 53 6
140 186 7
161 198 8
135 25 9
116 56 10
8 92 1
23 33 2
44 9 3
72 40 4
45 175 5
57 1 6
148 64 7
10 26 8
17 170 9
160 195 10
11 107 1
55 101 2
103 129 3
81 164 4
161 92 5
11 95 6
14 161 7
159 120 8
23 131 9
97 80 10
125 156 1
45 141 2
192 100 3
14 131 4
164 65 5
61 54 6
103 90 7
72 58 8
63 120 9
74 82 10
114 111 1
19 91 2
123 56 3
7 111 4
47 78 5
49 168 6
8 188 7
84 169 8
28 190 9
134 120 10
126 146 1
8 25 2
76 165 3
159 42 4
49 187 5
68 100 6
22 97 7
195 111 8
112 114 9
2 182 10
6 197 1
98 46 2
23 144 3
140 152 4
178 173 5
68 1 6
93 183 7
134 106 8
82 84 9
33 124 10
197 195 1
40 129 2
39 20 3
113 9 4
61 60 5
38 150 6
78 76 7
97 176 8
83 57 9
146 141 10
146 43 1
51 131 2
79 9 3
39 46 4
114 100 5
98 165 6
86 113 7
85 116 8
79 114 9
158 171 10
185 2 1
196 27 2
112 156 3
116 7 4
179 78 5
177 189 6
52 168 7
155 136 8
116 179 9
184 127 10
43 175 1
167 127 2
114 147 3
12 162 4
15 12 5
53 70 6
133 101 7
187 13 8
82 117 9
85 30 10
16 168 1
144 192 2
61 160 3
177 165 4
188 120 5
125 148 6
38 166 7
153 130 8
96 77 9
118 111 10
177 136 1
13 136 2
189 60 3
39 21 4
171 27 5
32 149 6
19 103 7
102 60 8
158 73 9
1 40 10
71 147 1
163 100 2
8 75 3
67 168 4
53 51 5
177 147 6
133 19 7
144 46 8
34 28 9
166 149 10
152 150 1
105 168 2
94 97 3
32 156 4
88 190 5
5 177 6
7 159 7
103 27 8
75 195 9
191 198 10
170 124 1
14 64 2
140 107 3
21 31 4
11 54 5
125 74 6
109 103 7
5 31 8
94 100 9
63 78 10
128 107 1
49 98 2
178 162 3
8 124 4
51 195 5
8 9 6
42 138 7
152 124 8
194 168 9
68 193 10
37 21 1
197 157 2
72 176 3
159 111 4
185 196 5
123 190 6
191 137 7
168 54 8
61 167 9
161 58 10
189 19 1
189 173 2
159 30 3
73 95 4
126 81 5
55 199 6
3 30 7
140 148 8
116 77 9
3 111 10
19 187 1
71 48 2
77 148 3
115 165 4
166 199 5
140 55 6
75 42 7
56 11 8
161 100 9
45 65 10
50 69 1
94 86 2
74 86 3
55 91 4
187 175 5
97 12 6
172 91 7
7 120 8
144 127 9
87 64 10
170 162 1
49 65 2
46 183 3
138 129 4
126 37 5
5 147 6
67 169 7
31 120 8
148 139 9
80 184 10
43 18 1
39 181 2
1 65 3
2 162 4
1 151 5
159 181 6
170 11 7
12 2 8
102 130 9
59 159 10
41 67 1
10 154 2
15 108 3
51 54 4
37 183 5
152 172 6
8 187 7
97 38 8
191 110 9
84 159 10
46 99 1
144 169 2
96 137 3
49 29 4
76 128 5
188 70 6
68 101 7
79 33 8
123 88 9
22 109 10
25 118 1
50 166 2
68 119 3
43 13 4
14 153 5
15 151 6
14 142 7
59 115 8
93 52 9
22 189 10
7 99 1
111 169 2
102 119 3
109 136 4
102 117 5
55 28 6
61 133 7
73 119 8
80 103 9
191 46 10
92 193 1
94 170 2
9 119 3
199 91 4
23 12 5
87 12 6
16 132 7
135 161 8
62 64 9
181 130 10
127 153 1
34 109 2
182 27 3
189 111 4
123 84 5
38 192 6
68 97 7
140 2 8
133 57 9
146 181 10
20 130 1
47 186 2
155 97 3
10 127 4
112 65 5
146 21 6
5 56 7
47 88 8
134 145 9
155 16 10
200 174 1
74 63 2
67 31 3
189 200 4
69 182 5
80 132 6
50 75 7
132 42 8
178 175 9
198 91 10
116 80 1
160 75 2
97 106 3
159 183 4
94 49 5
87 181 6
163 9 7
23 182 8
43 135 9
8 174 10
134 35 1
141 133 2
3 33 3
47 156 4
140 150 5
122 192 6
168 11 7
87 66 8
123 55 9
107 139 10
33 130 1
79 76 2
133 153 3
3 18 4
35 51 5
87 190 6
105 32 7
22 151 8
132 111 9
195 65 10
3 67 1
83 36 2
55 40 3
104 80 4
74 98 5
191 158 6
71 189 7
14 139 8
200 107 9
56 173 10
195 27 1
70 25 2
125 49 3
118 173 4
23 188 5
175 120 6
195 4 7
106 73 8
106 124 9
123 173 10
115 101 1
76 113 2
37 177 3
87 124 4
187 46 5
1 128 6
75 122 7
156 138 8
85 82 9
18 176 10
3 13 1
163 169 2
143 198 3
73 195 4
94 20 5
116 177 6
174 186 7
52 30 8
164 20 9
8 197 10
177 174 1
44 142 2
51 68 3
104 154 4
80 157 5
28 137 6
21 81 7
68 173 8
26 95 9
32 182 10
15 101 1
125 117 2
35 124 3
25 13 4
102 148 5
151 111 6
174 27 7
131 156 8
85 115 9
141 155 10
5 180 1
116 181 2
121 50 3
39 25 4
84 136 5
14 83 6
140 160 7
82 105 8
104 63 9
46 65 10
109 171 1
162 176 2
8 156 3
80 183 4
12 4 5
108 29 6
101 165 7
62 175 8
80 46 9
74 106 10
155 2 1
70 175 2
6 116 3
51 9 4
168 90 5
152 9 6
69 58 7
57 103 8
96 119 9
43 47 10
14 108 1
135 59 2
184 151 3
157 165 4
22 64 5
144 122 6
19 84 7
137 111 8
83 142 9
151 180 10
21 124 1
171 30 2
71 51 3
3 145 4
188 175 5
146 154 6
6 72 7
182 92 8
24 158 9
194 195 10
178 124 1
41 107 2
87 119 3
36 44 4
52 68 5
95 20 6
2 91 7
19 147 8
3 79 9
102 127 10
70 192 1
9 176 2
82 174 3
156 193 4
6 35 5
61 28 6
143 38 7
12 105 8
1 69 9
116 123 10
49 184 1
188 92 2
1 75 3
175 28 4
178 195 5
96 192 6
99 173 7
17 111 8
84 88 9
59 69 10
41 153 1
182 192 2
171 132 3
33 91 4
123 192 5
87 32 6
11 122 7
97 136 8
6 160 9
22 124 10
44 30 1
140 103 2
87 186 3
160 164 4
47 11 5
41 178 6
64 180 7
72 42 8
131 30 9
41 106 10
195 186 1
166 169 2
18 99 3
43 29 4
173 129 5
148 181 6
98 182 7
123 60 8
43 148 9
150 138 10
109 13 1
98 199 2
187 147 3
78 187 4
158 187 5
6 171 6
93 138 7
141 186 8
29 198 9
22 110 10
104 183 1
200 92 2
82 54 3
61 9 4
175 48 5
12 145 6
145 166 7
104 38 8
90 28 9
50 145 10
43 19 1
197 31 2
187 173 3
88 166 4
84 95 5
42 4 6
144 102 7
155 129 8
3 96 9
69 122 10
123 143 1
12 9 2
3 181 3
55 130 4
197 161 5
110 76 6
164 120 7
155 29 8
74 138 9
175 4 10
159 195 1
39 57 2
26 142 3
109 4 4
22 51 5
116 2 6
131 120 7
79 56 8
53 152 9
105 131 10
10 9 1
98 190 2
132 167 3
123 22 4
62 56 5
86 60 6
72 171 7
45 155 8
74 66 9
75 107 10
101 100 1
38 31 2
2 38 3
89 149 4
125 86 5
117 64 6
152 48 7
131 187 8
3 183 9
116 187 10
70 26 1
69 131 2
200 42 3
99 120 4
74 161 5
125 75 6
15 4 7
70 65 8
126 90 9
89 30 10
16 147 1
174 169 2
142 91 3
110 30 4
58 107 5
142 136 6
78 164 7
184 113 8
108 151 9
36 129 10
74 34 1
94 168 2
7 167 3
99 192 4
12 101 5
57 156 6
5 30 7
50 56 8
25 142 9
182 129 10
17 147 1
144 120 2
66 100 3
118 150 4
83 40 5
145 115 6
112 131 7
111 20 8
179 175 9
61 90 10
109 182 1
146 157 2
194 111 3
87 162 4
1 19 5
109 191 6
172 120 7
5 164 8
82 176 9
154 42 10
74 90 1
132 196 2
39 158 3
78 188 4
99 149 5
80 160 6
115 186 7
77 122 8
158 147 9
104 99 10
57 105 1
74 36 2
8 186 3
43 199 4
22 26 5
87 171 6
134 7 7
179 27 8
87 20 9
69 114 10
47 200 1
200 142 2
187 162 3
66 150 4
159 182 5
2 120 6
123 168 7
105 102 8
144 49 9
23 99 10
194 171 1
31 91 2
47 92 3
61 178 4
3 165 5
14 177 6
197 162 7
116 43 8
6 94 9
25 66 10
47 166 1
63 151 2
135 115 3
164 181 4
43 111 5
109 131 6
83 54 7
142 167 8
67 119 9
123 107 10
185 152 1
23 14 2
68 103 3
83 163 4
78 139 5
10 107 6
141 25 7
49 185 8
15 170 9
11 164 10
50 4 1
154 27 2
63 118 3
11 173 4
104 108 5
144 162 6
72 181 7
189 110 8
134 139 9
87 80 10
174 46 1
72 161 2
74 29 3
70 160 4
146 122 5
41 10 6
116 132 7
61 46 8
105 188 9
144 99 10
97 69 1
143 29 2
85 100 3
49 9 4
134 109 5
16 193 6
141 114 7
179 104 8
188 139 9
140 143 10
105 198 1
39 178 2
149 199 3
140 115 4
140 131 5
45 196 6
87 28 7
133 10 8
85 156 9
145 31 10
12 156 1
162 165 2
172 30 3
93 140 4
53 153 5
33 171 6
99 157 7
53 76 8
123 185 9
126 119 10
105 54 1
141 83 2
125 88 3
94 183 4
71 29 5
117 154 6
93 20 7
46 111 8
65 130 9
150 29 10
193 181 1
166 190 2
3 24 3
41 90 4
191 183 5
85 49 6
48 136 7
169 124 8
40 165 9
191 170 10
81 88 1
51 162 2
85 167 3
196 60 4
89 183 5
146 18 6
146 75 7
59 168 8
113 29 9
47 178 10
80 181 1
97 9 2
152 157 3
23 101 4
86 95 5
41 122 6
178 95 7
105 199 8
37 186 9
93 28 10
7 163 1
105 90 2
51 27 3
140 127 4
85 10 5
78 98 6
47 127 7
1 103 8
33 89 9
155 191 10
113 31 1
185 86 2
103 169 3
94 193 4
83 166 5
85 2 6
160 153 7
116 124 8
142 27 9
39 9 10
194 159 1
57 64 2
15 51 3
185 84 4
123 28 5
158 180 6
89 181 7
145 165 8
44 186 9
22 135 10
6 61 1
63 80 2
27 198 3
103 173 4
24 151 5
61 176 6
35 122 7
140 48 8
65 136 9
63 61 10
81 4 1
16 102 2
24 105 3
78 147 4
104 55 5
81 95 6
51 79 7
114 64 8
3 15 9
145 119 10
123 142 1
76 168 2
94 84 3
51 25 4
178 168 5
32 195 6
14 165 7
87 59 8
21 193 9
103 28 10
82 69 1
82 152 2
81 180 3
131 75 4
46 167 5
59 13 6
86 76 7
26 192 8
16 2 9
106 9 10
22 76 1
112 196 2
134 192 3
37 95 4
24 59 5
155 44 6
83 97 7
81 75 8
108 194 9
86 199 10
47 7 1
1 95 2
61 26 3
135 181 4
80 142 5
61 124 6
51 76 7
71 139 8
146 5 9
189 196 10
191 76 1
43 10 2
96 199 3
39 84 4
5 178 5
126 104 6
191 156 7
107 181 8
1 173 9
81 114 10
125 165 1
69 157 2
121 38 3
77 128 4
161 76 5
154 137 6
141 12 7
84 200 8
53 138 9
77 36 10
53 157 1
146 173 2
32 153 3
85 4 4
39 152 5
116 101 6
125 43 7
41 97 8
81 138 9
102 162 10
8 58 1
34 173 2
135 38 3
121 90 4
191 129 5
70 46 6
88 183 7
140 189 8
81 171 9
76 95 10
43 182 1
134 26 2
68 46 3
92 198 4
3 62 5
70 75 6
74 99 7
125 58 8
45 21 9
69 115 10
100 190 1
22 81 2
187 199 3
23 77 4
96 52 5
163 107 6
164 118 7
38 65 8
112 34 9
29 100 10
63 187 1
97 65 2
105 60 3
141 21 4
115 20 5
69 78 6
62 159 7
82 86 8
94 198 9
32 139 10
185 138 1
84 181 2
81 160 3
158 176 4
125 5 5
185 119 6
104 76 7
87 113 8
57 113 9
56 157 10
59 130 1
88 182 2
82 52 3
97 175 4
108 7 5
105 157 6
184 28 7
113 122 8
35 64 9
125 198 10
24 65 1
172 154 2
146 153 3
51 192 4
177 176 5
11 167 6
84 128 7
106 171 8
113 127 9
32 111 10
134 51 1
65 120 2
12 167 3
170 154 4
182 118 5
66 64 6
123 131 7
109 148 8
184 186 9
109 154 10
144 130 1
149 151 2
26 20
2

Output:
Part a:
768000

Part c:
5

Part d:
26 186 29 13 20 
26 119 13 20 
26 150 54 20 
26 151 54 20 
26 119 149 20 
5

Part e:
6
